Site,Year,Max,Mean,Min,filled,Seas,SiteYr,SiteSeas,SiteYrSeas,Max.anom,Min.anom,Mean.anom
NOAA,1967,21.65347826,15.01951087,8.384891304,0,gs,NOAA_1967,NOAA_gs,NOAA_1967_gs,-0.613635481,0.084728261,-0.263814053
A1,1968,17.11608696,10.64103261,4.16,0,gs,A1_1968,A1_gs,A1_1968_gs,-0.857545449,-0.883181074,-0.869262718
B1,1968,15.14369565,8.808206522,2.4675,0,gs,B1_1968,B1_gs,B1_1968_gs,-0.386563715,-0.530997005,-0.457858388
C1,1968,10.34782609,4.470108696,-1.407608696,0,gs,C1_1968,C1_gs,C1_1968_gs,-0.678352096,-0.188317158,-0.433338509
D1,1968,3.684782609,-0.119565217,-3.923913043,0,gs,D1_1968,D1_gs,D1_1968_gs,-0.436145186,-0.573724767,-0.504912655
NOAA,1968,21.9373913,14.95945652,7.982173913,0,gs,NOAA_1968,NOAA_gs,NOAA_1968_gs,-0.329722438,-0.31798913,-0.323868401
A1,1969,17.35663043,11.15347826,4.944293478,0,gs,A1_1969,A1_gs,A1_1969_gs,-0.617001971,-0.098887596,-0.356817066
B1,1969,15.45125,9.292826087,3.128206522,0,gs,B1_1969,B1_gs,B1_1969_gs,-0.079009367,0.129709517,0.026761177
C1,1969,10.56576087,4.614347826,-1.336956522,0,gs,C1_1969,C1_gs,C1_1969_gs,-0.460417314,-0.117664984,-0.289099379
D1,1969,4.510869565,0.828804348,-2.85326087,0,gs,D1_1969,D1_gs,D1_1969_gs,0.38994177,0.496927407,0.44345691
NOAA,1969,22.10875,15.35913043,8.609619565,0,gs,NOAA_1969,NOAA_gs,NOAA_1969_gs,-0.158363742,0.309456522,0.075805512
A1,1970,17.58826087,11.08103261,4.569293478,0,gs,A1_1970,A1_gs,A1_1970_gs,-0.385371536,-0.473887596,-0.429262718
B1,1970,15.31032609,9.072391304,2.83,0,gs,B1_1970,B1_gs,B1_1970_gs,-0.21993328,-0.168497005,-0.193673605
C1,1970,10.48913043,4.597826087,-1.293478261,0,gs,C1_1970,C1_gs,C1_1970_gs,-0.537047748,-0.074186724,-0.305621118
D1,1970,4.054347826,0.391304348,-3.27173913,0,gs,D1_1970,D1_gs,D1_1970_gs,-0.066579969,0.078449146,0.00595691
NOAA,1970,21.36913043,14.81836957,8.267391304,0,gs,NOAA_1970,NOAA_gs,NOAA_1970_gs,-0.897983307,-0.032771739,-0.464955357
A1,1971,17.22105627,11.06664594,4.912235614,1,gs,A1_1971,A1_gs,A1_1971_gs,-0.752576137,-0.13094546,-0.443649385
B1,1971,15.07895502,8.988169626,2.897384228,1,gs,B1_1971,B1_gs,B1_1971_gs,-0.451304342,-0.101112777,-0.277895283
C1,1971,9.929347826,4.057065217,-1.815217391,0,gs,C1_1971,C1_gs,C1_1971_gs,-1.096830357,-0.595925854,-0.846381988
D1,1971,4.119565217,0.334130435,-3.451086957,0,gs,D1_1971,D1_gs,D1_1971_gs,-0.001362578,-0.10089868,-0.051217003
NOAA,1971,21.87983696,14.78652174,7.693695652,0,gs,NOAA_1971,NOAA_gs,NOAA_1971_gs,-0.387276786,-0.606467391,-0.496803183
A1,1972,17.91616738,11.80648912,5.69681087,1,gs,A1_1972,A1_gs,A1_1972_gs,-0.057465025,0.653629796,0.296193798
B1,1972,15.77310882,9.731181454,3.689254091,1,gs,B1_1972,B1_gs,B1_1972_gs,0.24284945,0.690757086,0.465116544
C1,1972,11.15505435,5.349347826,-0.456521739,0,gs,C1_1972,C1_gs,C1_1972_gs,0.128876165,0.762769798,0.445900621
D1,1972,4.422663043,0.833913043,-2.754945652,0,gs,D1_1972,D1_gs,D1_1972_gs,0.301735248,0.595242624,0.448565606
NOAA,1972,22.43048913,15.20336957,7.975217391,0,gs,NOAA_1972,NOAA_gs,NOAA_1972_gs,0.163375388,-0.324945652,-0.079955357
A1,1973,16.95195091,10.80669418,4.661437438,1,gs,A1_1973,A1_gs,A1_1973_gs,-1.021681492,-0.381743636,-0.703601151
B1,1973,14.82525762,8.739895916,2.654534211,1,gs,B1_1973,B1_gs,B1_1973_gs,-0.705001746,-0.343962794,-0.526168993
C1,1973,10.23913043,4.076086957,-2.086956522,0,gs,C1_1973,C1_gs,C1_1973_gs,-0.787047748,-0.867664984,-0.827360248
D1,1973,3.804347826,0.255434783,-3.293478261,0,gs,D1_1973,D1_gs,D1_1973_gs,-0.316579969,0.056710016,-0.129912655
NOAA,1973,21.07804348,14.08858696,7.09826087,0,gs,NOAA_1973,NOAA_gs,NOAA_1973_gs,-1.189070264,-1.201902174,-1.194737966
A1,1974,18.28482887,11.73448717,5.184145465,1,gs,A1_1974,A1_gs,A1_1974_gs,0.311196469,0.140964391,0.224191843
B1,1974,16.12797152,9.654198341,3.180425161,1,gs,B1_1974,B1_gs,B1_1974_gs,0.597712153,0.181928156,0.388133431
C1,1974,11.04347826,4.641304348,-1.760869565,0,gs,C1_1974,C1_gs,C1_1974_gs,0.017300078,-0.541578028,-0.262142857
D1,1974,4.826086957,1.127717391,-2.570652174,0,gs,D1_1974,D1_gs,D1_1974_gs,0.705159161,0.779536102,0.742369953
NOAA,1974,23.25048913,15.46228261,7.673315217,0,gs,NOAA_1974,NOAA_gs,NOAA_1974_gs,0.983375388,-0.626847826,0.178957686
A1,1975,16.57990426,10.33568461,4.091464953,1,gs,A1_1975,A1_gs,A1_1975_gs,-1.393728148,-0.951716121,-1.174610721
B1,1975,14.44210989,8.257341581,2.072573273,1,gs,B1_1975,B1_gs,B1_1975_gs,-1.088149477,-0.925923732,-1.008723328
C1,1975,9.983695652,3.839021739,-2.305597826,0,gs,C1_1975,C1_gs,C1_1975_gs,-1.042482531,-1.086306289,-1.064425466
D1,1975,2.798152174,-0.878206522,-4.554456522,0,gs,D1_1975,D1_gs,D1_1975_gs,-1.322775621,-1.204268245,-1.26355396
NOAA,1975,21.12472826,13.93266304,6.740054348,0,gs,NOAA_1975,NOAA_gs,NOAA_1975_gs,-1.142385481,-1.560108696,-1.350661879
A1,1976,17.05810054,10.62426224,4.190423928,1,gs,A1_1976,A1_gs,A1_1976_gs,-0.915531862,-0.852757146,-0.886033091
B1,1976,14.91085958,8.536947343,2.163035108,1,gs,B1_1976,B1_gs,B1_1976_gs,-0.619399789,-0.835461897,-0.729117566
C1,1976,10.54141304,4.194891304,-2.151630435,0,gs,C1_1976,C1_gs,C1_1976_gs,-0.48476514,-0.932338898,-0.708555901
D1,1976,2.951086957,-0.970108696,-4.891304348,0,gs,D1_1976,D1_gs,D1_1976_gs,-1.169840839,-1.541116071,-1.355456134
NOAA,1976,21.82809783,14.49798913,7.165978261,0,gs,NOAA_1976,NOAA_gs,NOAA_1976_gs,-0.439015916,-1.134184783,-0.785335792
A1,1977,18.42975588,11.89105914,5.352362392,1,gs,A1_1977,A1_gs,A1_1977_gs,0.456123477,0.309181318,0.380763811
B1,1977,16.28588242,9.809455506,3.333028593,1,gs,B1_1977,B1_gs,B1_1977_gs,0.755623052,0.334531588,0.543390596
C1,1977,12.3423913,5.83423913,-0.673913043,0,gs,C1_1977,C1_gs,C1_1977_gs,1.316213121,0.545378494,0.930791925
D1,1977,4.363423913,0.343478261,-3.676684783,0,gs,D1_1977,D1_gs,D1_1977_gs,0.242496118,-0.326496506,-0.041869177
NOAA,1977,22.80923913,15.39918478,7.989076087,0,gs,NOAA_1977,NOAA_gs,NOAA_1977_gs,0.542125388,-0.311086957,0.11585986
A1,1978,18.3418007,11.7256317,5.1094627,1,gs,A1_1978,A1_gs,A1_1978_gs,0.368168299,0.066281626,0.215336376
B1,1978,16.20335366,9.652073614,3.100793568,1,gs,B1_1978,B1_gs,B1_1978_gs,0.673094294,0.102296563,0.386008705
C1,1978,12.26630435,5.532608696,-1.201086957,0,gs,C1_1978,C1_gs,C1_1978_gs,1.240126165,0.018204581,0.629161491
D1,1978,4.451086957,0.608695652,-3.233695652,0,gs,D1_1978,D1_gs,D1_1978_gs,0.330159161,0.116492624,0.223348214
NOAA,1978,22.55413043,14.99641304,7.438152174,0,gs,NOAA_1978,NOAA_gs,NOAA_1978_gs,0.287016693,-0.86201087,-0.286911879
A1,1979,17.54851151,11.13983368,4.731155854,1,gs,A1_1979,A1_gs,A1_1979_gs,-0.425120892,-0.31202522,-0.370461643
B1,1979,15.41459629,9.060522903,2.706449515,1,gs,B1_1979,B1_gs,B1_1979_gs,-0.115663076,-0.29204749,-0.205542007
C1,1979,11.53532609,4.740923913,-2.05375,0,gs,C1_1979,C1_gs,C1_1979_gs,0.509147904,-0.834458463,-0.162523292
D1,1979,3.576086957,-0.22826087,-4.032608696,0,gs,D1_1979,D1_gs,D1_1979_gs,-0.544840839,-0.682420419,-0.613608307
NOAA,1979,21.7361413,14.82711957,7.917717391,0,gs,NOAA_1979,NOAA_gs,NOAA_1979_gs,-0.530972438,-0.382445652,-0.456205357
A1,1980,17.90167703,11.45217799,5.002678941,1,gs,A1_1980,A1_gs,A1_1980_gs,-0.071955373,-0.040502133,-0.05811734
B1,1980,15.74790339,9.36827061,2.988637828,1,gs,B1_1980,B1_gs,B1_1980_gs,0.217644024,-0.009859177,0.1022057
C1,1980,11.9311413,5.13125,-1.668641304,0,gs,C1_1980,C1_gs,C1_1980_gs,0.904963121,-0.449349767,0.227802795
D1,1980,3.208967391,-0.078695652,-3.366413043,0,gs,D1_1980,D1_gs,D1_1980_gs,-0.911960404,-0.016224767,-0.46404309
NOAA,1980,22.68608696,15.21021739,7.732934783,0,gs,NOAA_1980,NOAA_gs,NOAA_1980_gs,0.418973214,-0.567228261,-0.073107531
A1,1981,17.76180831,11.44414265,5.126476988,1,gs,A1_1981,A1_gs,A1_1981_gs,-0.211824098,0.083295914,-0.066152679
B1,1981,15.6041356,9.349128844,3.09412209,1,gs,B1_1981,B1_gs,B1_1981_gs,0.073876231,0.095625085,0.083063935
C1,1981,11.57608696,5.357608696,-0.860869565,0,gs,C1_1981,C1_gs,C1_1981_gs,0.549908773,0.358421972,0.454161491
D1,1981,3.097826087,-0.701032609,-4.499945652,0,gs,D1_1981,D1_gs,D1_1981_gs,-1.023101708,-1.149757376,-1.086380047
NOAA,1981,22.7236413,15.48043478,8.236902174,0,gs,NOAA_1981,NOAA_gs,NOAA_1981_gs,0.456527562,-0.06326087,0.19710986
A1,1982,16.35044623,9.990180035,3.629913839,1,gs,A1_1982,A1_gs,A1_1982_gs,-1.623186175,-1.413267235,-1.520115292
B1,1982,14.17429392,7.871775292,1.56925666,1,gs,B1_1982,B1_gs,B1_1982_gs,-1.355965443,-1.429240345,-1.394289618
C1,1982,10.14673913,3.961956522,-2.222826087,0,gs,C1_1982,C1_gs,C1_1982_gs,-0.879439053,-1.00353455,-0.941490683
D1,1982,0.64673913,-3.279891304,-7.206521739,0,gs,D1_1982,D1_gs,D1_1982_gs,-3.474188665,-3.856333463,-3.665238742
NOAA,1982,22.16608696,14.88521739,7.602880435,0,gs,NOAA_1982,NOAA_gs,NOAA_1982_gs,-0.101026786,-0.697282609,-0.398107531
A1,1983,15.2256762,9.126958481,3.028240758,1,gs,A1_1983,A1_gs,A1_1983_gs,-2.747956202,-2.014940316,-2.383336846
B1,1983,13.06725389,7.026447797,0.985641704,1,gs,B1_1983,B1_gs,B1_1983_gs,-2.463005477,-2.012855301,-2.239617113
C1,1983,8.059782609,1.989130435,-4.081521739,0,gs,C1_1983,C1_gs,C1_1983_gs,-2.966395575,-2.862230202,-2.91431677
D1,1983,0.881956522,-2.645923913,-6.173913043,0,gs,D1_1983,D1_gs,D1_1983_gs,-3.238971273,-2.823724767,-3.031271351
NOAA,1983,20.74826087,13.81505435,6.881413043,0,gs,NOAA_1983,NOAA_gs,NOAA_1983_gs,-1.518852873,-1.41875,-1.468270575
A1,1984,16.23230087,9.96156447,3.690828069,1,gs,A1_1984,A1_gs,A1_1984_gs,-1.741331535,-1.352353005,-1.548730857
B1,1984,14.05859614,7.853055924,1.647515711,1,gs,B1_1984,B1_gs,B1_1984_gs,-1.471663229,-1.350981294,-1.413008985
C1,1984,9.722826087,3.557065217,-2.608695652,0,gs,C1_1984,C1_gs,C1_1984_gs,-1.303352096,-1.389404115,-1.346381988
D1,1984,0.89673913,-2.597826087,-6.092391304,0,gs,D1_1984,D1_gs,D1_1984_gs,-3.224188665,-2.742203028,-2.983173525
NOAA,1984,22.02070652,14.61951087,7.2175,0,gs,NOAA_1984,NOAA_gs,NOAA_1984_gs,-0.24640722,-1.082663043,-0.663814053
A1,1985,17.5499022,11.01650741,4.483112625,1,gs,A1_1985,A1_gs,A1_1985_gs,-0.423730207,-0.560068449,-0.493787915
B1,1985,15.37240099,8.911651569,2.450902151,1,gs,B1_1985,B1_gs,B1_1985_gs,-0.157858381,-0.547594854,-0.354413341
C1,1985,10.22826087,3.682065217,-2.864130435,0,gs,C1_1985,C1_gs,C1_1985_gs,-0.797917314,-1.644838898,-1.221381988
D1,1985,3.195652174,-0.537880435,-4.271413043,0,gs,D1_1985,D1_gs,D1_1985_gs,-0.925275621,-0.921224767,-0.923227873
NOAA,1985,23.3348913,15.79190217,8.249130435,0,gs,NOAA_1985,NOAA_gs,NOAA_1985_gs,1.067777562,-0.051032609,0.508577252
A1,1986,18.02189404,11.69754484,5.373195643,1,gs,A1_1986,A1_gs,A1_1986_gs,0.048261632,0.330014569,0.187249514
B1,1986,15.86048058,9.606394045,3.352307513,1,gs,B1_1986,B1_gs,B1_1986_gs,0.33022121,0.353810508,0.340329136
C1,1986,10.72282609,4.467391304,-1.788043478,0,gs,C1_1986,C1_gs,C1_1986_gs,-0.303352096,-0.568751941,-0.436055901
D1,1986,4.380434783,0.654891304,-3.070652174,0,gs,D1_1986,D1_gs,D1_1986_gs,0.259506988,0.279536102,0.269543866
NOAA,1986,23.18978261,15.94641304,8.702173913,0,gs,NOAA_1986,NOAA_gs,NOAA_1986_gs,0.922668866,0.40201087,0.663088121
A1,1987,19.02458238,12.50913387,5.993685357,1,gs,A1_1987,A1_gs,A1_1987_gs,1.050949972,0.950504284,0.998838541
B1,1987,17.01349026,10.46161836,3.909746463,1,gs,B1_1987,B1_gs,B1_1987_gs,1.483230892,0.911249458,1.195553452
C1,1987,13.3251087,6.33173913,-0.661576087,0,gs,C1_1987,C1_gs,C1_1987_gs,2.298930512,0.55771545,1.428291925
D1,1987,5.869565217,1.777173913,-2.315217391,0,gs,D1_1987,D1_gs,D1_1987_gs,1.748637422,1.034970885,1.391826475
NOAA,1987,22.68929348,15.33657609,7.983369565,0,gs,NOAA_1987,NOAA_gs,NOAA_1987_gs,0.422179736,-0.316793478,0.053251165
A1,1988,18.74298913,12.33369565,5.924402174,0,gs,A1_1988,A1_gs,A1_1988_gs,0.769356725,0.8812211,0.823400326
B1,1988,17.0825,10.37722826,3.671902174,0,gs,B1_1988,B1_gs,B1_1988_gs,1.552240633,0.673405169,1.111163351
C1,1988,13.59782609,6.097826087,-1.402173913,0,gs,C1_1988,C1_gs,C1_1988_gs,2.571647904,-0.182882376,1.194378882
D1,1988,6.39673913,2.04076087,-2.315217391,0,gs,D1_1988,D1_gs,D1_1988_gs,2.275811335,1.034970885,1.655413432
NOAA,1988,24.28442029,16.12620773,7.967995169,0,gs,NOAA_1988,NOAA_gs,NOAA_1988_gs,2.017306548,-0.332167874,0.842882807
A1,1989,18.6826087,12.28369565,5.884782609,0,gs,A1_1989,A1_gs,A1_1989_gs,0.70897629,0.841601535,0.773400326
B1,1989,16.62173913,10.33809783,4.054565217,0,gs,B1_1989,B1_gs,B1_1989_gs,1.091479764,1.056068212,1.072032917
C1,1989,13.70108696,6.647228261,-0.406630435,0,gs,C1_1989,C1_gs,C1_1989_gs,2.674908773,0.812661102,1.743781056
D1,1989,5.02173913,0.991847826,-3.038043478,0,gs,D1_1989,D1_gs,D1_1989_gs,0.900811335,0.312144798,0.606500388
NOAA,1989,NA,NA,NA,NA,gs,NOAA_1989,NOAA_gs,NOAA_1989_gs,NA,NA,NA
A1,1990,18.05619565,11.58744565,5.118532609,0,gs,A1_1990,A1_gs,A1_1990_gs,0.082563247,0.075351535,0.077150326
B1,1990,15.95032609,9.500706522,3.051032609,0,gs,B1_1990,B1_gs,B1_1990_gs,0.42006672,0.052535604,0.234641612
C1,1990,13.28804348,5.983695652,-1.320652174,0,gs,C1_1990,C1_gs,C1_1990_gs,2.261865295,-0.101360637,1.080248447
D1,1990,5.407608696,1.27173913,-2.864130435,0,gs,D1_1990,D1_gs,D1_1990_gs,1.286680901,0.486057842,0.886391693
NOAA,1990,NA,NA,NA,NA,gs,NOAA_1990,NOAA_gs,NOAA_1990_gs,NA,NA,NA
A1,1991,18.0688587,11.92190217,5.774782609,0,gs,A1_1991,A1_gs,A1_1991_gs,0.09522629,0.731601535,0.411606847
B1,1991,15.80054348,9.671902174,3.54326087,0,gs,B1_1991,B1_gs,B1_1991_gs,0.270284111,0.544763865,0.405837264
C1,1991,12.63586957,5.864130435,-0.907608696,0,gs,C1_1991,C1_gs,C1_1991_gs,1.609691382,0.311682842,0.96068323
D1,1991,5.010869565,0.934782609,-3.141304348,0,gs,D1_1991,D1_gs,D1_1991_gs,0.88994177,0.208883929,0.549435171
NOAA,1991,22.29483696,15.08608696,7.877391304,0,gs,NOAA_1991,NOAA_gs,NOAA_1991_gs,0.027723214,-0.422771739,-0.197237966
A1,1992,18.59777174,12.23396739,5.870217391,0,gs,A1_1992,A1_gs,A1_1992_gs,0.624139334,0.827036317,0.723672065
B1,1992,16.03603274,9.751238884,3.466445024,1,gs,B1_1992,B1_gs,B1_1992_gs,0.505773376,0.467948019,0.485173974
C1,1992,14.22282609,7.413043478,0.60326087,0,gs,C1_1992,C1_gs,C1_1992_gs,3.196647904,1.822552407,2.509596273
D1,1992,4.559782609,0.779891304,-3,0,gs,D1_1992,D1_gs,D1_1992_gs,0.438854814,0.350188276,0.394543866
NOAA,1992,22.46956522,14.97168478,7.472717391,0,gs,NOAA_1992,NOAA_gs,NOAA_1992_gs,0.202451475,-0.827445652,-0.31164014
A1,1993,18.00168478,11.42298913,4.844184783,0,gs,A1_1993,A1_gs,A1_1993_gs,0.028052377,-0.198996291,-0.087306196
B1,1993,16.10152206,9.374184417,2.646846779,1,gs,B1_1993,B1_gs,B1_1993_gs,0.571262689,-0.351650227,0.108119508
C1,1993,12.29347826,5.320652174,-1.652173913,0,gs,C1_1993,C1_gs,C1_1993_gs,1.267300078,-0.432882376,0.417204969
D1,1993,4.097826087,0.182065217,-3.733695652,0,gs,D1_1993,D1_gs,D1_1993_gs,-0.023101708,-0.383507376,-0.20328222
NOAA,1993,21.97478261,14.53695652,7.09923913,0,gs,NOAA_1993,NOAA_gs,NOAA_1993_gs,-0.292331134,-1.200923913,-0.746368401
A1,1994,20.27195652,13.41184783,6.55173913,0,gs,A1_1994,A1_gs,A1_1994_gs,2.298324116,1.508558057,1.9015525
B1,1994,18.80782609,11.33603261,3.864293478,0,gs,B1_1994,B1_gs,B1_1994_gs,3.27756672,0.865796473,2.069967699
C1,1994,13.77717391,6.315217391,-1.14673913,0,gs,C1_1994,C1_gs,C1_1994_gs,2.75099573,0.072552407,1.411770186
D1,1994,6.804347826,2.5625,-1.679347826,0,gs,D1_1994,D1_gs,D1_1994_gs,2.683420031,1.67084045,2.177152562
NOAA,1994,24.28440217,15.95902174,7.633695652,0,gs,NOAA_1994,NOAA_gs,NOAA_1994_gs,2.017288432,-0.666467391,0.675696817
A1,1995,17.26869565,11.10228261,4.935869565,0,gs,A1_1995,A1_gs,A1_1995_gs,-0.704936753,-0.107311509,-0.408012718
B1,1995,16.1001087,9.145217391,2.190163043,0,gs,B1_1995,B1_gs,B1_1995_gs,0.569849329,-0.808333962,-0.120847518
C1,1995,11.67934783,5.361413043,-0.956521739,0,gs,C1_1995,C1_gs,C1_1995_gs,0.653169643,0.262769798,0.457965839
D1,1995,3.233695652,-0.372282609,-3.97826087,0,gs,D1_1995,D1_gs,D1_1995_gs,-0.887232143,-0.628072593,-0.757630047
NOAA,1995,21.40706522,13.97592391,6.544673913,0,gs,NOAA_1995,NOAA_gs,NOAA_1995_gs,-0.860048525,-1.75548913,-1.307401009
A1,1996,18.46380435,11.37793478,4.292173913,0,gs,A1_1996,A1_gs,A1_1996_gs,0.490171943,-0.751007161,-0.132360544
B1,1996,17.92592391,10.98070652,4.035380435,0,gs,B1_1996,B1_gs,B1_1996_gs,2.395664546,1.03688343,1.714641612
C1,1996,13.63043478,6.442934783,-0.744565217,0,gs,C1_1996,C1_gs,C1_1996_gs,2.604256599,0.47472632,1.539487578
D1,1996,5.266304348,1.336956522,-2.592391304,0,gs,D1_1996,D1_gs,D1_1996_gs,1.145376553,0.757796972,0.951609084
NOAA,1996,22.81657609,14.87891304,6.941847826,0,gs,NOAA_1996,NOAA_gs,NOAA_1996_gs,0.549462345,-1.358315217,-0.404411879
A1,1997,18.30940217,11.79994565,5.29048913,0,gs,A1_1997,A1_gs,A1_1997_gs,0.335769769,0.247308057,0.289650326
B1,1997,16.81815217,9.917554348,3.017228261,0,gs,B1_1997,B1_gs,B1_1997_gs,1.287892807,0.018731256,0.651489438
C1,1997,12.96195652,6.244565217,-0.472826087,0,gs,C1_1997,C1_gs,C1_1997_gs,1.935778339,0.74646545,1.341118012
D1,1997,5.119565217,1.111413043,-2.89673913,0,gs,D1_1997,D1_gs,D1_1997_gs,0.998637422,0.453449146,0.726065606
NOAA,1997,22.3348913,14.75755435,7.18,0,gs,NOAA_1997,NOAA_gs,NOAA_1997_gs,0.067777562,-1.120163043,-0.525770575
A1,1998,18.30217391,11.74532609,5.188423913,0,gs,A1_1998,A1_gs,A1_1998_gs,0.328541508,0.145242839,0.23503076
B1,1998,16.99130435,9.582663043,2.173804348,0,gs,B1_1998,B1_gs,B1_1998_gs,1.461044981,-0.824692657,0.316598134
C1,1998,12.72282609,5.730978261,-1.260869565,0,gs,C1_1998,C1_gs,C1_1998_gs,1.696647904,-0.041578028,0.827531056
D1,1998,5.043478261,1.252717391,-2.538043478,0,gs,D1_1998,D1_gs,D1_1998_gs,0.922550466,0.812144798,0.867369953
NOAA,1998,22.41543478,14.57847826,6.741195652,0,gs,NOAA_1998,NOAA_gs,NOAA_1998_gs,0.14832104,-1.558967391,-0.704846661
A1,1999,18.34103261,11.7111413,5.081032609,0,gs,A1_1999,A1_gs,A1_1999_gs,0.367400203,0.037851535,0.200845978
B1,1999,16.84972826,9.280815217,1.711467391,0,gs,B1_1999,B1_gs,B1_1999_gs,1.319468894,-1.287029614,0.014750308
C1,1999,12.58152174,5.793478261,-0.994565217,0,gs,C1_1999,C1_gs,C1_1999_gs,1.555343556,0.22472632,0.890031056
D1,1999,4.614130435,0.769021739,-3.076086957,0,gs,D1_1999,D1_gs,D1_1999_gs,0.49320264,0.27410132,0.383674301
NOAA,1999,22.75929348,14.87809783,6.99701087,0,gs,NOAA_1999,NOAA_gs,NOAA_1999_gs,0.492179736,-1.303152174,-0.405227096
A1,2000,20.80918478,13.6586413,6.508152174,0,gs,A1_2000,A1_gs,A1_2000_gs,2.835552377,1.4649711,2.148345978
B1,2000,19.28597826,11.57369565,3.861413043,0,gs,B1_2000,B1_gs,B1_2000_gs,3.755718894,0.862916038,2.307630743
C1,2000,14.75,7.464673913,0.179347826,0,gs,C1_2000,C1_gs,C1_2000_gs,3.723821817,1.398639363,2.561226708
D1,2000,6.054347826,1.9375,-2.179347826,0,gs,D1_2000,D1_gs,D1_2000_gs,1.933420031,1.17084045,1.552152562
NOAA,2000,24.71891304,16.31630435,7.913152174,0,gs,NOAA_2000,NOAA_gs,NOAA_2000_gs,2.451799301,-0.38701087,1.032979425
A1,2001,20.13983696,13.37608696,6.612391304,0,gs,A1_2001,A1_gs,A1_2001_gs,2.166204551,1.569210231,1.86579163
B1,2001,17.38552241,10.74791663,4.110310857,1,gs,B1_2001,B1_gs,B1_2001_gs,1.85526304,1.111813852,1.481851722
C1,2001,13.65217391,6.79076087,-0.070652174,0,gs,C1_2001,C1_gs,C1_2001_gs,2.62599573,1.148639363,1.887313665
D1,2001,5.570652174,1.701086957,-2.168478261,0,gs,D1_2001,D1_gs,D1_2001_gs,1.449724379,1.181710016,1.315739519
NOAA,2001,23.65717391,15.97445652,8.291141304,0,gs,NOAA_2001,NOAA_gs,NOAA_2001_gs,1.390060171,-0.009021739,0.691131599
A1,2002,20.29456522,12.89217391,5.489456522,0,gs,A1_2002,A1_gs,A1_2002_gs,2.320932812,0.446275448,1.381878587
B1,2002,18.63848667,11.17331805,3.708149421,1,gs,B1_2002,B1_gs,B1_2002_gs,3.108227308,0.709652416,1.907253138
C1,2002,14.58695652,6.983695652,-0.619565217,0,gs,C1_2002,C1_gs,C1_2002_gs,3.560778339,0.59972632,2.080248447
D1,2002,6.505434783,2.260869565,-1.983695652,0,gs,D1_2002,D1_gs,D1_2002_gs,2.384506988,1.366492624,1.875522127
NOAA,2002,24.47548913,15.71255435,6.94875,0,gs,NOAA_2002,NOAA_gs,NOAA_2002_gs,2.208375388,-1.351413043,0.429229425
A1,2003,19.24490015,12.80620702,6.367513893,1,gs,A1_2003,A1_gs,A1_2003_gs,1.271267741,1.324332819,1.295911693
B1,2003,17.927275,11.12150603,4.315737053,1,gs,B1_2003,B1_gs,B1_2003_gs,2.397015633,1.317240048,1.855441117
C1,2003,13.60869565,6.66576087,-0.277173913,0,gs,C1_2003,C1_gs,C1_2003_gs,2.582517469,0.942117624,1.762313665
D1,2003,4.668478261,0.89673913,-2.875,0,gs,D1_2003,D1_gs,D1_2003_gs,0.547550466,0.475188276,0.511391693
NOAA,2003,23.54320652,15.76173913,7.980163043,0,gs,NOAA_2003,NOAA_gs,NOAA_2003_gs,1.27609278,-0.32,0.478414208
A1,2004,19.2,12.43777174,5.675543478,0,gs,A1_2004,A1_gs,A1_2004_gs,1.226367595,0.632362404,0.927476413
B1,2004,17.98434783,10.50195652,3.019456522,0,gs,B1_2004,B1_gs,B1_2004_gs,2.454088459,0.020959517,1.235891612
C1,2004,12.57608696,6.016304348,-0.543478261,0,gs,C1_2004,C1_gs,C1_2004_gs,1.549908773,0.675813276,1.112857143
D1,2004,4.625,1.002717391,-2.619565217,0,gs,D1_2004,D1_gs,D1_2004_gs,0.504072205,0.730623059,0.617369953
NOAA,2004,22.45206522,14.90945652,7.36625,0,gs,NOAA_2004,NOAA_gs,NOAA_2004_gs,0.184951475,-0.933913043,-0.373868401
A1,2005,18.95586957,12.29206522,5.628206522,0,gs,A1_2005,A1_gs,A1_2005_gs,0.98223716,0.585025448,0.781769891
B1,2005,17.91255435,10.62244565,3.332391304,0,gs,B1_2005,B1_gs,B1_2005_gs,2.382294981,0.333894299,1.356380743
C1,2005,13.27717391,6.230978261,-0.815217391,0,gs,C1_2005,C1_gs,C1_2005_gs,2.25099573,0.404074146,1.327531056
D1,2005,4.922934783,1.27125,-2.380434783,0,gs,D1_2005,D1_gs,D1_2005_gs,0.802006988,0.969753494,0.885902562
NOAA,2005,22.8226087,15.1711413,7.519891304,0,gs,NOAA_2005,NOAA_gs,NOAA_2005_gs,0.555494953,-0.780271739,-0.112183618
A1,2006,20.19532609,13.27190217,6.347934783,0,gs,A1_2006,A1_gs,A1_2006_gs,2.221693682,1.304753709,1.761606847
B1,2006,18.45141304,11.10038043,3.749945652,0,gs,B1_2006,B1_gs,B1_2006_gs,2.921153677,0.751448647,1.834315525
C1,2006,14.04347826,7.067934783,0.092391304,0,gs,C1_2006,C1_gs,C1_2006_gs,3.017300078,1.311682842,2.164487578
D1,2006,5.402173913,1.576521739,-2.249184783,0,gs,D1_2006,D1_gs,D1_2006_gs,1.281246118,1.101003494,1.191174301
NOAA,2006,24.55820652,16.4573913,8.355923913,0,gs,NOAA_2006,NOAA_gs,NOAA_2006_gs,2.29109278,0.05576087,1.174066382
