Site,Year,Max,Mean,Min,filled,Seas,SiteYr,SiteSeas,SiteYrSeas,Max.anom,Min.anom,Mean.anom
NOAA,1959,29.2151087,21.61858696,14.02206522,0,summer,NOAA_1959,NOAA_summer,NOAA_1959_summer,0.603715062,0.035345497,0.320081522
A1,1960,25.35369565,18.20391304,11.04423913,0,summer,A1_1960,A1_summer,A1_1960_summer,0.655362192,0.135576214,0.397278209
B1,1960,22.54858696,15.70608696,8.856847826,0,summer,B1_1960,B1_summer,B1_1960_summer,0.568124748,0.133077041,0.351831485
C1,1960,18.40217391,11.01630435,3.630434783,0,summer,C1_1960,C1_summer,C1_1960_summer,0.863563665,0.125776398,0.494670031
D1,1960,11.16304348,7.108695652,3.054347826,0,summer,D1_1960,D1_summer,D1_1960_summer,0.49203028,0.233148292,0.362612578
NOAA,1960,29.5651087,22.33423913,15.10315217,0,summer,NOAA_1960,NOAA_summer,NOAA_1960_summer,0.953715062,1.116432453,1.035733696
A1,1961,24.31934783,17.74543478,11.16152174,0,summer,A1_1961,A1_summer,A1_1961_summer,-0.378985634,0.252858823,-0.061200052
B1,1961,21.33586957,15.20369565,9.064782609,0,summer,B1_1961,B1_summer,B1_1961_summer,-0.644592643,0.341011824,-0.15055982
C1,1961,17.79347826,11.13586957,4.47826087,0,summer,C1_1961,C1_summer,C1_1961_summer,0.254868012,0.973602484,0.614235248
D1,1961,10.39130435,6.711956522,3.032608696,0,summer,D1_1961,D1_summer,D1_1961_summer,-0.279708851,0.211409161,-0.034126553
NOAA,1961,27.98358696,21.20228261,14.4198913,0,summer,NOAA_1961,NOAA_summer,NOAA_1961_summer,-0.627806677,0.433171584,-0.096222826
A1,1962,25.50413043,18.26173913,11.00934783,0,summer,A1_1962,A1_summer,A1_1962_summer,0.805796975,0.10068491,0.455104296
B1,1962,22.30326087,15.45369565,8.597391304,0,summer,B1_1962,B1_summer,B1_1962_summer,0.322798661,-0.126379481,0.09944018
C1,1962,17.75,10.52173913,3.293478261,0,summer,C1_1962,C1_summer,C1_1962_summer,0.211389752,-0.211180124,0.000104814
D1,1962,10.7173913,6.625,2.532608696,0,summer,D1_1962,D1_summer,D1_1962_summer,0.046378106,-0.288590839,-0.121083075
NOAA,1962,28.33978261,20.91782609,13.49608696,0,summer,NOAA_1962,NOAA_summer,NOAA_1962_summer,-0.271611025,-0.490632764,-0.380679348
A1,1963,25.43891304,18.79978261,12.15065217,0,summer,A1_1963,A1_summer,A1_1963_summer,0.740579583,1.241989258,0.993147775
B1,1963,22.36847826,16.14934783,9.923478261,0,summer,B1_1963,B1_summer,B1_1963_summer,0.388016052,1.199707476,0.795092354
C1,1963,18.18478261,11.29347826,4.402173913,0,summer,C1_1963,C1_summer,C1_1963_summer,0.64617236,0.897515528,0.771843944
D1,1963,11.7826087,7.87826087,3.973913043,0,summer,D1_1963,D1_summer,D1_1963_summer,1.111595497,1.152713509,1.132177795
NOAA,1963,28.77597826,22.00934783,15.29586957,0,summer,NOAA_1963,NOAA_summer,NOAA_1963_summer,0.164584627,1.309149845,0.710842391
A1,1964,24.91891304,17.88869565,10.84858696,0,summer,A1_1964,A1_summer,A1_1964_summer,0.220579583,-0.06007596,0.082060818
B1,1964,21.89641304,15.2876087,8.672065217,0,summer,B1_1964,B1_summer,B1_1964_summer,-0.084049165,-0.051705567,-0.066646776
C1,1964,17.4673913,10.61956522,3.77173913,0,summer,C1_1964,C1_summer,C1_1964_summer,-0.071218944,0.267080745,0.097930901
D1,1964,9.445652174,5.641304348,1.836956522,0,summer,D1_1964,D1_summer,D1_1964_summer,-1.225361025,-0.984243012,-1.104778727
NOAA,1964,28.4298913,21.41,14.3901087,0,summer,NOAA_1964,NOAA_summer,NOAA_1964_summer,-0.181502329,0.403388975,0.111494565
A1,1965,22.93891304,16.75086957,10.55282609,0,summer,A1_1965,A1_summer,A1_1965_summer,-1.759420417,-0.355836829,-1.055765269
B1,1965,20.08586957,14.345,8.597391304,0,summer,B1_1965,B1_summer,B1_1965_summer,-1.894592643,-0.126379481,-1.009255472
C1,1965,15.72826087,9.445652174,3.163043478,0,summer,C1_1965,C1_summer,C1_1965_summer,-1.810349379,-0.341614907,-1.075982143
D1,1965,9.304347826,5.72826087,2.152173913,0,summer,D1_1965,D1_summer,D1_1965_summer,-1.366665373,-0.669025621,-1.017822205
NOAA,1965,27.18619565,20.65532609,14.12434783,0,summer,NOAA_1965,NOAA_summer,NOAA_1965_summer,-1.425197981,0.137628106,-0.643179348
A1,1966,25.25413043,18.28891304,11.31369565,0,summer,A1_1966,A1_summer,A1_1966_summer,0.555796975,0.405032736,0.482278209
B1,1966,22.65108696,16.08413043,9.510434783,0,summer,B1_1966,B1_summer,B1_1966_summer,0.670624748,0.786663998,0.729874963
C1,1966,17.81521739,10.57065217,3.326086957,0,summer,C1_1966,C1_summer,C1_1966_summer,0.276607143,-0.178571429,0.049017857
D1,1966,11.84782609,7.760869565,3.673913043,0,summer,D1_1966,D1_summer,D1_1966_summer,1.176812888,0.852713509,1.014786491
NOAA,1966,28.96184783,21.86054348,14.7576087,0,summer,NOAA_1966,NOAA_summer,NOAA_1966_summer,0.350454193,0.770888975,0.562038043
A1,1967,22.06934783,16.16934783,10.25934783,0,summer,A1_1967,A1_summer,A1_1967_summer,-2.628985634,-0.64931509,-1.637287008
B1,1967,19.70076087,14.05380435,8.401086957,0,summer,B1_1967,B1_summer,B1_1967_summer,-2.279701339,-0.322683828,-1.300451124
C1,1967,15.27173913,8.934782609,2.597826087,0,summer,C1_1967,C1_summer,C1_1967_summer,-2.266871118,-0.906832298,-1.586851708
D1,1967,10.07434783,6.282826087,2.491304348,0,summer,D1_1967,D1_summer,D1_1967_summer,-0.596665373,-0.329895186,-0.463256988
NOAA,1967,26.23782609,19.85554348,13.4725,0,summer,NOAA_1967,NOAA_summer,NOAA_1967_summer,-2.373567547,-0.51421972,-1.442961957
A1,1968,24.0501087,17.29663043,10.53336957,0,summer,A1_1968,A1_summer,A1_1968_summer,-0.648224765,-0.375293351,-0.510004399
B1,1968,21.41543478,14.9101087,8.39826087,0,summer,B1_1968,B1_summer,B1_1968_summer,-0.565027426,-0.325509915,-0.444146776
C1,1968,16.67391304,10.13043478,3.586956522,0,summer,C1_1968,C1_summer,C1_1968_summer,-0.864697205,0.082298137,-0.391199534
D1,1968,10.63043478,6.614130435,2.597826087,0,summer,D1_1968,D1_summer,D1_1968_summer,-0.040578416,-0.223373447,-0.13195264
NOAA,1968,28.21619565,20.97086957,13.72608696,0,summer,NOAA_1968,NOAA_summer,NOAA_1968_summer,-0.395197981,-0.260632764,-0.32763587
A1,1969,23.66717391,17.41391304,11.15065217,0,summer,A1_1969,A1_summer,A1_1969_summer,-1.031159547,0.241989258,-0.392721791
B1,1969,21.19456522,14.91565217,8.630217391,0,summer,B1_1969,B1_summer,B1_1969_summer,-0.785896991,-0.093553394,-0.438603298
C1,1969,16.24021739,10.03304348,3.826086957,0,summer,C1_1969,C1_summer,C1_1969_summer,-1.298392857,0.321428571,-0.488590839
D1,1969,10.5,6.85326087,3.206521739,0,summer,D1_1969,D1_summer,D1_1969_summer,-0.171013199,0.385322205,0.107177795
NOAA,1969,27.84434783,20.99369565,14.1425,0,summer,NOAA_1969,NOAA_summer,NOAA_1969_summer,-0.767045807,0.15578028,-0.304809783
A1,1970,25.27586957,18.44108696,11.59630435,0,summer,A1_1970,A1_summer,A1_1970_summer,0.577536105,0.687641432,0.634452122
B1,1970,22.91195652,16.22543478,9.532173913,0,summer,B1_1970,B1_summer,B1_1970_summer,0.931494313,0.808403128,0.871179311
C1,1970,17.91304348,10.98913043,4.065217391,0,summer,C1_1970,C1_summer,C1_1970_summer,0.37443323,0.560559006,0.467496118
D1,1970,11.86956522,7.983695652,4.097826087,0,summer,D1_1970,D1_summer,D1_1970_summer,1.198552019,1.276626553,1.237612578
NOAA,1970,27.74771739,21.14173913,14.535,0,summer,NOAA_1970,NOAA_summer,NOAA_1970_summer,-0.863676242,0.54828028,-0.156766304
A1,1971,24.18058637,17.35621267,10.53183898,1,summer,A1_1971,A1_summer,A1_1971_summer,-0.517747092,-0.376823938,-0.450422161
B1,1971,22.00563487,15.27573593,8.545836997,1,summer,B1_1971,B1_summer,B1_1971_summer,0.025172657,-0.177933788,-0.07851954
C1,1971,17.2826087,10.01630435,2.75,0,summer,C1_1971,C1_summer,C1_1971_summer,-0.256001553,-0.754658385,-0.505329969
D1,1971,11.13043478,7.293478261,3.456521739,0,summer,D1_1971,D1_summer,D1_1971_summer,0.459421584,0.635322205,0.547395186
NOAA,1971,28.72043478,21.11467391,13.50836957,0,summer,NOAA_1971,NOAA_summer,NOAA_1971_summer,0.109041149,-0.478350155,-0.183831522
A1,1972,23.53490416,16.62173313,9.708562112,1,summer,A1_1972,A1_summer,A1_1972_summer,-1.163429304,-1.200100804,-1.1849017
B1,1972,21.3738659,14.54682527,7.719784634,1,summer,B1_1972,B1_summer,B1_1972_summer,-0.606596306,-1.003986151,-0.807430204
C1,1972,17.14521739,9.800978261,2.456521739,0,summer,C1_1972,C1_summer,C1_1972_summer,-0.393392857,-1.048136646,-0.720656056
D1,1972,10.35869565,6.326086957,2.293478261,0,summer,D1_1972,D1_summer,D1_1972_summer,-0.312317547,-0.527721273,-0.419996118
NOAA,1972,27.66293478,20.0275,12.39065217,0,summer,NOAA_1972,NOAA_summer,NOAA_1972_summer,-0.948458851,-1.596067547,-1.271005435
A1,1973,23.95747397,17.12959292,10.30171188,1,summer,A1_1973,A1_summer,A1_1973_summer,-0.740859491,-0.606951037,-0.67704191
B1,1973,21.78334376,15.04855257,8.313761383,1,summer,B1_1973,B1_summer,B1_1973_summer,-0.197118451,-0.410009402,-0.305702902
C1,1973,17.26086957,10.25543478,3.25,0,summer,C1_1973,C1_summer,C1_1973_summer,-0.277740683,-0.254658385,-0.266199534
D1,1973,10.68478261,6.711956522,2.739130435,0,summer,D1_1973,D1_summer,D1_1973_summer,0.01376941,-0.082069099,-0.034126553
NOAA,1973,28.48478261,20.70369565,12.92206522,0,summer,NOAA_1973,NOAA_summer,NOAA_1973_summer,-0.126611025,-1.064654503,-0.594809783
A1,1974,23.78122508,16.83418952,9.887153949,1,summer,A1_1974,A1_summer,A1_1974_summer,-0.917108377,-1.021508967,-0.972445318
B1,1974,21.60451944,14.75574512,7.906970807,1,summer,B1_1974,B1_summer,B1_1974_summer,-0.375942773,-0.816799978,-0.598510351
C1,1974,16.54347826,9.168478261,1.793478261,0,summer,C1_1974,C1_summer,C1_1974_summer,-0.995131988,-1.711180124,-1.353156056
D1,1974,10.90217391,7.119565217,3.336956522,0,summer,D1_1974,D1_summer,D1_1974_summer,0.231160714,0.515756988,0.373482143
NOAA,1974,28.48467391,20.59858696,12.71108696,0,summer,NOAA_1974,NOAA_summer,NOAA_1974_summer,-0.12671972,-1.275632764,-0.699918478
A1,1975,23.50316883,16.58648763,9.669806439,1,summer,A1_1975,A1_summer,A1_1975_summer,-1.195164632,-1.238856477,-1.2201472
B1,1975,21.33284685,14.50479226,7.676737659,1,summer,B1_1975,B1_summer,B1_1975_summer,-0.647615357,-1.047033126,-0.849463216
C1,1975,17.20652174,9.902173913,2.597826087,0,summer,C1_1975,C1_summer,C1_1975_summer,-0.332088509,-0.906832298,-0.619460404
D1,1975,9.869565217,5.913043478,1.956521739,0,summer,D1_1975,D1_summer,D1_1975_summer,-0.801447981,-0.864677795,-0.833039596
NOAA,1975,27.935,20.17847826,12.42065217,0,summer,NOAA_1975,NOAA_summer,NOAA_1975_summer,-0.676393634,-1.566067547,-1.120027174
A1,1976,23.12645309,16.04502911,8.963605134,1,summer,A1_1976,A1_summer,A1_1976_summer,-1.57188037,-1.945057782,-1.761605722
B1,1976,20.93608663,13.94447931,6.952871996,1,summer,B1_1976,B1_summer,B1_1976_summer,-1.044375577,-1.770898789,-1.409776158
C1,1976,16.61956522,9.195652174,1.77173913,0,summer,C1_1976,C1_summer,C1_1976_summer,-0.919045031,-1.732919255,-1.325982143
D1,1976,8.836956522,4.711956522,0.586956522,0,summer,D1_1976,D1_summer,D1_1976_summer,-1.834056677,-2.234243012,-2.034126553
NOAA,1976,28.31217391,20.35565217,12.39695652,0,summer,NOAA_1976,NOAA_summer,NOAA_1976_summer,-0.29921972,-1.589763199,-0.942853261
A1,1977,24.91601288,18.12545695,11.33490102,1,summer,A1_1977,A1_summer,A1_1977_summer,0.217679418,0.426238106,0.318822116
B1,1977,22.75409902,16.05173745,9.349375883,1,summer,B1_1977,B1_summer,B1_1977_summer,0.773636816,0.625605099,0.697481982
C1,1977,18.91304348,11.88586957,4.858695652,0,summer,C1_1977,C1_summer,C1_1977_summer,1.37443323,1.354037267,1.364235248
D1,1977,11.66163043,7.545652174,3.42923913,0,summer,D1_1977,D1_summer,D1_1977_summer,0.990617236,0.608039596,0.799569099
NOAA,1977,28.79793478,21.24108696,13.68282609,0,summer,NOAA_1977,NOAA_summer,NOAA_1977_summer,0.186541149,-0.303893634,-0.057418478
A1,1978,24.43297196,17.0935161,9.754060244,1,summer,A1_1978,A1_summer,A1_1978_summer,-0.265361497,-1.154602673,-0.713118731
B1,1978,22.25981955,15.00704497,7.754270391,1,summer,B1_1978,B1_summer,B1_1978_summer,0.279357338,-0.969500394,-0.347210503
C1,1978,19.25,11.38043478,3.510869565,0,summer,C1_1978,C1_summer,C1_1978_summer,1.711389752,0.00621118,0.858800466
D1,1978,9.815217391,5.527173913,1.239130435,0,summer,D1_1978,D1_summer,D1_1978_summer,-0.855795807,-1.582069099,-1.218909161
NOAA,1978,28.67771739,20.50478261,12.33086957,0,summer,NOAA_1978,NOAA_summer,NOAA_1978_summer,0.066323758,-1.655850155,-0.793722826
A1,1979,23.89545203,16.94284053,9.990229038,1,summer,A1_1979,A1_summer,A1_1979_summer,-0.802881429,-0.918433878,-0.863794299
B1,1979,21.74349062,14.87655219,8.009613747,1,summer,B1_1979,B1_summer,B1_1979_summer,-0.236971585,-0.714157038,-0.477703287
C1,1979,17.52173913,9.929347826,2.336956522,0,summer,C1_1979,C1_summer,C1_1979_summer,-0.016871118,-1.167701863,-0.592286491
D1,1979,11.14130435,7.14673913,3.152173913,0,summer,D1_1979,D1_summer,D1_1979_summer,0.470291149,0.330974379,0.400656056
NOAA,1979,27.65913043,20.13130435,12.60282609,0,summer,NOAA_1979,NOAA_summer,NOAA_1979_summer,-0.952263199,-1.383893634,-1.167201087
A1,1980,25.32174529,17.97593088,10.63011646,1,summer,A1_1980,A1_summer,A1_1980_summer,0.623411829,-0.278546451,0.169296043
B1,1980,23.11739424,15.87136082,8.625327392,1,summer,B1_1980,B1_summer,B1_1980_summer,1.136932032,-0.098443393,0.517105344
C1,1980,19.85869565,11.70652174,3.554347826,0,summer,C1_1980,C1_summer,C1_1980_summer,2.320085404,0.049689441,1.184887422
D1,1980,9.998043478,6.131847826,2.26576087,0,summer,D1_1980,D1_summer,D1_1980_summer,-0.67296972,-0.555438665,-0.614235248
NOAA,1980,30.48706522,22.23945652,13.99021739,0,summer,NOAA_1980,NOAA_summer,NOAA_1980_summer,1.875671584,0.003497671,0.940951087
A1,1981,23.58369919,16.75586058,9.928021966,1,summer,A1_1981,A1_summer,A1_1981_summer,-1.114634267,-0.98064095,-1.050774254
B1,1981,21.39954193,14.66115621,7.922770493,1,summer,B1_1981,B1_summer,B1_1981_summer,-0.580920275,-0.801000292,-0.693099259
C1,1981,17.7173913,10.87826087,4.039130435,0,summer,C1_1981,C1_summer,C1_1981_summer,0.178781056,0.53447205,0.356626553
D1,1981,9.010869565,4.972826087,0.934782609,0,summer,D1_1981,D1_summer,D1_1981_summer,-1.660143634,-1.886416925,-1.773256988
NOAA,1981,28.41402174,20.48423913,12.55423913,0,summer,NOAA_1981,NOAA_summer,NOAA_1981_summer,-0.197371894,-1.43248059,-0.814266304
A1,1982,22.42399019,15.77965245,9.135314719,1,summer,A1_1982,A1_summer,A1_1982_summer,-2.274343272,-1.773348197,-2.02698238
B1,1982,20.24421626,13.67719852,7.110180789,1,summer,B1_1982,B1_summer,B1_1982_summer,-1.736245948,-1.613589996,-1.677056947
C1,1982,16.57608696,9.641304348,2.706521739,0,summer,C1_1982,C1_summer,C1_1982_summer,-0.962523292,-0.798136646,-0.880329969
D1,1982,7.717391304,3.673913043,-0.369565217,0,summer,D1_1982,D1_summer,D1_1982_summer,-2.953621894,-3.190764752,-3.072170031
NOAA,1982,27.30097826,20.02826087,12.75358696,0,summer,NOAA_1982,NOAA_summer,NOAA_1982_summer,-1.310415373,-1.233132764,-1.270244565
A1,1983,22.80401214,16.07399096,9.343969789,1,summer,A1_1983,A1_summer,A1_1983_summer,-1.89432132,-1.564693128,-1.732643869
B1,1983,20.60405636,13.97062448,7.337192593,1,summer,B1_1983,B1_summer,B1_1983_summer,-1.376405846,-1.386578192,-1.383630994
C1,1983,15.80434783,8.891304348,1.97826087,0,summer,C1_1983,C1_summer,C1_1983_summer,-1.734262422,-1.526397516,-1.630329969
D1,1983,8.554347826,4.880434783,1.206521739,0,summer,D1_1983,D1_summer,D1_1983_summer,-2.116665373,-1.614677795,-1.865648292
NOAA,1983,28.41836957,20.5926087,12.76608696,0,summer,NOAA_1983,NOAA_summer,NOAA_1983_summer,-0.193024068,-1.220632764,-0.705896739
A1,1984,22.62443076,16.07403526,9.523639754,1,summer,A1_1984,A1_summer,A1_1984_summer,-2.073902696,-1.385023162,-1.732599575
B1,1984,20.41821443,13.96259985,7.506985273,1,summer,B1_1984,B1_summer,B1_1984_summer,-1.56224778,-1.216785512,-1.391655621
C1,1984,15.93478261,9.342391304,2.75,0,summer,C1_1984,C1_summer,C1_1984_summer,-1.60382764,-0.754658385,-1.179243012
D1,1984,7.782608696,4.173913043,0.565217391,0,summer,D1_1984,D1_summer,D1_1984_summer,-2.888404503,-2.255982143,-2.572170031
NOAA,1984,28.4423913,20.74336957,13.04326087,0,summer,NOAA_1984,NOAA_summer,NOAA_1984_summer,-0.169002329,-0.943458851,-0.55513587
A1,1985,23.84374189,16.77349783,9.703253775,1,summer,A1_1985,A1_summer,A1_1985_summer,-0.854591573,-1.205409141,-1.033137003
B1,1985,21.65331839,14.68103737,7.708756338,1,summer,B1_1985,B1_summer,B1_1985_summer,-0.327143814,-1.015014447,-0.673218106
C1,1985,16.23913043,8.739130435,1.239130435,0,summer,C1_1985,C1_summer,C1_1985_summer,-1.299479814,-2.26552795,-1.782503882
D1,1985,10.81521739,6.772065217,2.728913043,0,summer,D1_1985,D1_summer,D1_1985_summer,0.144204193,-0.092286491,0.025982143
NOAA,1985,29.03445652,21.15934783,13.285,0,summer,NOAA_1985,NOAA_summer,NOAA_1985_summer,0.423062888,-0.70171972,-0.139157609
A1,1986,23.85127639,17.09504904,10.33882169,1,summer,A1_1986,A1_summer,A1_1986_summer,-0.847057072,-0.569841223,-0.711585793
B1,1986,21.67778687,15.01223925,8.346691634,1,summer,B1_1986,B1_summer,B1_1986_summer,-0.302675338,-0.377079151,-0.34201622
C1,1986,16.77173913,9.826086957,2.880434783,0,summer,C1_1986,C1_summer,C1_1986_summer,-0.766871118,-0.624223602,-0.69554736
D1,1986,10.95652174,6.885869565,2.815217391,0,summer,D1_1986,D1_summer,D1_1986_summer,0.28550854,-0.005982143,0.139786491
NOAA,1986,28.41815217,20.88847826,13.35782609,0,summer,NOAA_1986,NOAA_summer,NOAA_1986_summer,-0.19324146,-0.628893634,-0.410027174
A1,1987,24.91478889,18.03999145,11.165194,1,summer,A1_1987,A1_summer,A1_1987_summer,0.216455432,0.256531084,0.233356612
B1,1987,22.99110353,16.00867392,9.026244302,1,summer,B1_1987,B1_summer,B1_1987_summer,1.010641322,0.302473517,0.654418444
C1,1987,19.67391304,11.68478261,3.695652174,0,summer,C1_1987,C1_summer,C1_1987_summer,2.135302795,0.190993789,1.163148292
D1,1987,12.15217391,7.875,3.597826087,0,summer,D1_1987,D1_summer,D1_1987_summer,1.481160714,0.776626553,1.128916925
NOAA,1987,28.47815217,20.6648913,12.85065217,0,summer,NOAA_1987,NOAA_summer,NOAA_1987_summer,-0.13324146,-1.136067547,-0.63361413
A1,1988,25.68043478,19.17282609,12.66521739,0,summer,A1_1988,A1_summer,A1_1988_summer,0.982101322,1.756554475,1.366191253
B1,1988,24.30978261,17.52771739,10.74565217,0,summer,B1_1988,B1_summer,B1_1988_summer,2.3293204,2.021881389,2.173461919
C1,1988,20.68478261,12.53804348,4.391304348,0,summer,C1_1988,C1_summer,C1_1988_summer,3.14617236,0.886645963,2.016409161
D1,1988,14.18478261,9.75,5.315217391,0,summer,D1_1988,D1_summer,D1_1988_summer,3.51376941,2.494017857,3.003916925
NOAA,1988,30.44082126,22.03804348,13.6352657,0,summer,NOAA_1988,NOAA_summer,NOAA_1988_summer,1.829427622,-0.35145402,0.739538043
A1,1989,23.86217391,17.50902174,11.15586957,0,summer,A1_1989,A1_summer,A1_1989_summer,-0.836159547,0.247206649,-0.297613095
B1,1989,21.79608696,15.49065217,9.185326087,0,summer,B1_1989,B1_summer,B1_1989_summer,-0.184375252,0.461555302,0.136396702
C1,1989,18.95652174,11.11413043,3.27173913,0,summer,C1_1989,C1_summer,C1_1989_summer,1.417911491,-0.232919255,0.592496118
D1,1989,10.81521739,6.532608696,2.25,0,summer,D1_1989,D1_summer,D1_1989_summer,0.144204193,-0.571199534,-0.213474379
NOAA,1989,NA,NA,NA,NA,summer,NOAA_1989,NOAA_summer,NOAA_1989_summer,NA,NA,NA
A1,1990,24.64782609,17.98793478,11.32804348,0,summer,A1_1990,A1_summer,A1_1990_summer,-0.050507373,0.419380562,0.181299948
B1,1990,22.56630435,15.9548913,9.343478261,0,summer,B1_1990,B1_summer,B1_1990_summer,0.585842139,0.619707476,0.600635832
C1,1990,19.60869565,11.53804348,3.467391304,0,summer,C1_1990,C1_summer,C1_1990_summer,2.070085404,-0.037267081,1.016409161
D1,1990,12.59782609,7.940217391,3.282608696,0,summer,D1_1990,D1_summer,D1_1990_summer,1.926812888,0.461409161,1.194134317
NOAA,1990,28.66545894,20.61594203,12.56642512,0,summer,NOAA_1990,NOAA_summer,NOAA_1990_summer,0.054065304,-1.4202946,-0.682563406
A1,1991,24.05836957,17.88347826,11.70826087,0,summer,A1_1991,A1_summer,A1_1991_summer,-0.639963895,0.799597953,0.076843427
B1,1991,22.00217391,15.88565217,9.769130435,0,summer,B1_1991,B1_summer,B1_1991_summer,0.021711704,1.04535965,0.531396702
C1,1991,19.06521739,11.57608696,4.086956522,0,summer,C1_1991,C1_summer,C1_1991_summer,1.526607143,0.582298137,1.05445264
D1,1991,11.94565217,7.836956522,3.72826087,0,summer,D1_1991,D1_summer,D1_1991_summer,1.274638975,0.907061335,1.090873447
NOAA,1991,27.81402174,20.41076087,13.00717391,0,summer,NOAA_1991,NOAA_summer,NOAA_1991_summer,-0.797371894,-0.979545807,-0.887744565
A1,1992,22.79782609,16.34836957,9.899130435,0,summer,A1_1992,A1_summer,A1_1992_summer,-1.900507373,-1.009532481,-1.458265269
B1,1992,20.57206549,13.85084733,7.129629178,1,summer,B1_1992,B1_summer,B1_1992_summer,-1.408396722,-1.594141607,-1.50340814
C1,1992,17.72826087,10.36956522,3.010869565,0,summer,C1_1992,C1_summer,C1_1992_summer,0.189650621,-0.49378882,-0.152069099
D1,1992,9.586956522,5.494565217,1.402173913,0,summer,D1_1992,D1_summer,D1_1992_summer,-1.084056677,-1.419025621,-1.251517857
NOAA,1992,26.4125,18.73554348,11.05663043,0,summer,NOAA_1992,NOAA_summer,NOAA_1992_summer,-2.198893634,-2.930089286,-2.562961957
A1,1993,23.47608696,16.71576087,9.955434783,0,summer,A1_1993,A1_summer,A1_1993_summer,-1.222246504,-0.953228134,-1.090873965
B1,1993,22.025,14.78097826,7.536956522,0,summer,B1_1993,B1_summer,B1_1993_summer,0.044537791,-1.186814263,-0.573277211
C1,1993,17.54347826,9.945652174,2.347826087,0,summer,C1_1993,C1_summer,C1_1993_summer,0.004868012,-1.156832298,-0.575982143
D1,1993,10.88043478,6.663043478,2.445652174,0,summer,D1_1993,D1_summer,D1_1993_summer,0.209421584,-0.37554736,-0.083039596
NOAA,1993,27.5425,19.55326087,11.56402174,0,summer,NOAA_1993,NOAA_summer,NOAA_1993_summer,-1.068893634,-2.422697981,-1.745244565
A1,1994,26.71782609,19.40413043,12.09043478,0,summer,A1_1994,A1_summer,A1_1994_summer,2.019492627,1.181771866,1.597495601
B1,1994,25.10152174,17.3076087,9.513695652,0,summer,B1_1994,B1_summer,B1_1994_summer,3.121059531,0.789924867,1.953353224
C1,1994,19.92391304,11.66304348,3.402173913,0,summer,C1_1994,C1_summer,C1_1994_summer,2.385302795,-0.102484472,1.141409161
D1,1994,14.4673913,9.972826087,5.47826087,0,summer,D1_1994,D1_summer,D1_1994_summer,3.796378106,2.657061335,3.226743012
NOAA,1994,30.01836957,21.52467391,13.03097826,0,summer,NOAA_1994,NOAA_summer,NOAA_1994_summer,1.406975932,-0.95574146,0.226168478
A1,1995,24.8426087,18.17347826,11.50434783,0,summer,A1_1995,A1_summer,A1_1995_summer,0.144275235,0.59568491,0.366843427
B1,1995,23.72847826,16.43815217,9.147826087,0,summer,B1_1995,B1_summer,B1_1995_summer,1.748016052,0.424055302,1.083896702
C1,1995,18.45652174,11.11956522,3.782608696,0,summer,C1_1995,C1_summer,C1_1995_summer,0.917911491,0.277950311,0.597930901
D1,1995,10.17391304,6.467391304,2.760869565,0,summer,D1_1995,D1_summer,D1_1995_summer,-0.497100155,-0.060329969,-0.27869177
NOAA,1995,28.69391304,20.44608696,12.19771739,0,summer,NOAA_1995,NOAA_summer,NOAA_1995_summer,0.08251941,-1.789002329,-0.852418478
A1,1996,24.56195652,17.06108696,9.560434783,0,summer,A1_1996,A1_summer,A1_1996_summer,-0.136376938,-1.348228134,-0.745547878
B1,1996,24.96847826,18.07608696,11.18402174,0,summer,B1_1996,B1_summer,B1_1996_summer,2.988016052,2.460250954,2.721831485
C1,1996,20.18478261,12.125,4.065217391,0,summer,C1_1996,C1_summer,C1_1996_summer,2.64617236,0.560559006,1.603365683
D1,1996,12.95652174,8.576086957,4.195652174,0,summer,D1_1996,D1_summer,D1_1996_summer,2.28550854,1.37445264,1.830003882
NOAA,1996,28.93032609,20.67913043,12.42771739,0,summer,NOAA_1996,NOAA_summer,NOAA_1996_summer,0.318932453,-1.559002329,-0.619375
A1,1997,24.13043478,17.89836957,11.66630435,0,summer,A1_1997,A1_summer,A1_1997_summer,-0.567898678,0.757641432,0.091734731
B1,1997,23.14347826,16.17336957,9.20326087,0,summer,B1_1997,B1_summer,B1_1997_summer,1.163016052,0.479490085,0.819114093
C1,1997,18.92391304,11.83695652,4.75,0,summer,C1_1997,C1_summer,C1_1997_summer,1.385302795,1.245341615,1.315322205
D1,1997,12.0326087,7.929347826,3.826086957,0,summer,D1_1997,D1_summer,D1_1997_summer,1.361595497,1.004887422,1.183264752
NOAA,1997,28.08619565,20.5076087,12.92858696,0,summer,NOAA_1997,NOAA_summer,NOAA_1997_summer,-0.525197981,-1.058132764,-0.790896739
A1,1998,24.57391304,17.84282609,11.11163043,0,summer,A1_1998,A1_summer,A1_1998_summer,-0.124420417,0.202967519,0.036191253
B1,1998,23.05978261,15.65619565,8.252391304,0,summer,B1_1998,B1_summer,B1_1998_summer,1.0793204,-0.471379481,0.30194018
C1,1998,18.38043478,11.05978261,3.739130435,0,summer,C1_1998,C1_summer,C1_1998_summer,0.841824534,0.23447205,0.538148292
D1,1998,11.39130435,7.336956522,3.282608696,0,summer,D1_1998,D1_summer,D1_1998_summer,0.720291149,0.461409161,0.590873447
NOAA,1998,28.26086957,20.37152174,12.48195652,0,summer,NOAA_1998,NOAA_summer,NOAA_1998_summer,-0.350524068,-1.504763199,-0.926983696
